iteration,sequence_index,timestep_index,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1,0,0,0.14013819987494106,-0.3968056483069083,0.0730057669640328,-0.7877130865655764,0.0020025488138355734,0.19601306550304182,0.0
1,0,1,0.2542073248540437,-0.5673264494479033,0.09486721389872038,-1.197642950252126,0.002151402951782357,0.2974892984024887,0.0
1,0,2,0.3552748302431937,-0.6548261061397176,0.11151263175694673,-1.4955794944068297,0.002051782923525585,0.3688025492739633,0.0
1,0,3,0.43476748577990537,-0.6853519636902521,0.1264659703404308,-1.7377073118784645,0.0019243304717460135,0.42482702940005784,0.0
1,0,4,0.4912974552284469,-0.6564805075447723,0.1439959091787109,-1.9360991317164233,0.0020409470894070495,0.46888334901959783,0.0
1,0,5,0.5289338910056743,-0.5550932790733962,0.16614100652106725,-2.089477223812571,0.0027012619309149796,0.500535979080538,0.0
1,0,6,0.5526503207891965,-0.36707865025766784,0.1907837410760945,-2.18841215672616,0.004122496742226239,0.5161222507082506,0.0
1,0,7,0.5665499489713486,-0.09646756191020849,0.2110130964449227,-2.2207568089045893,0.005924781060392061,0.510849301924222,0.0
1,0,8,0.5752416947191946,0.22028048605154926,0.21934468687431383,-2.1810045267043177,0.00705976394584914,0.4850329007904536,0.0
1,0,9,0.5833664765718796,0.535965300076564,0.2153695761712707,-2.0755987782248755,0.007127229783848403,0.44510408025466836,0.0
1,1,0,0.16935421237420745,-0.44679253122745405,0.12434826729821322,-0.7405649015784984,0.027347291132353554,0.18156447282244562,-0.01818243810910804
1,1,1,0.23982883794627527,-0.5503932405315868,0.10037334455973486,-1.222419176974042,-0.053312452809346975,0.24994977283696035,-0.033086652014192704
1,1,2,0.39506737542795,-0.629620179173351,0.19485921310587526,-1.4589655920679228,-0.11118320046590605,0.3274118284971126,-0.009156851033004919
1,1,3,0.4419867723771867,-0.6699749673846743,0.1496193678980759,-1.7293757425382832,0.013294916069152975,0.496421873804684,0.0521939296591013
1,1,4,0.4983366989974214,-0.7227630154286121,0.08791397944761245,-1.9430167292458218,-0.0259536335585124,0.5266372311860213,0.03280030745939516
1,1,5,0.4983097820079489,-0.5178896732097151,0.18911492697696797,-2.0564591565309445,0.058331296294425156,0.567656021388749,-0.07327020285013486
