joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
-0.0044132602206483455,0.01021389875198455,0.006625421064102063,0.00613182520093892,0.0007462096736339514,0.0011978425021785626,0.0006591931938962491
0.007926662150892055,0.008145485793310904,0.0030200548364056378,-0.0028729144979626996,0.006220715205066649,0.008983765121396753,0.001669754887686765
0.0009563547766638374,0.002184836367417571,0.0007910826804982551,-0.0077943351241579265,-0.003384151210927162,-0.0004600934157094308,0.007124904597218499
-0.003743121187459483,0.011499373842299676,0.002160883398983424,-0.010708639103654284,-0.0002646114622200478,-0.0024848277322098477,0.0020143181949277963
-0.007486315449296319,0.008347376199392187,0.003239713601748104,-0.00040341853706801333,-0.002202314154701677,0.003915587014127252,-0.005103442340828393
0.009545279672415134,0.01245284160877956,-0.002070394663715905,-0.01085927903637411,-0.00048327242252673623,-0.004754316652208095,0.005680736129778624
0.011321256808317894,0.0053951946094221645,-0.0007758243867094705,-0.006656413087399121,-0.0037598824728498183,0.011614751185587082,-0.010723045884661875
0.0010900242798712633,0.013765335492404312,0.0015361659798727937,-0.007111929897382015,0.005358674787607251,0.009373103110245156,0.0014833824033759916
0.0011245112472793946,0.004941824663130802,0.007415530204566808,-0.009751027879084826,0.005254143262374708,0.012084230178688014,-0.001982542388021185
-0.001360839750365723,0.014481495066586088,0.0027622668192159275,-0.009684966509791178,0.009611235902222456,0.002681832121336264,0.01008872804631099
-6.554104029932845e-05,0.014108323887109806,-0.001391819668056962,-0.0012424098270865385,-8.923416208180836e-05,0.0021966548410224133,-0.00553967972586342
0.004261133061390783,0.008644559536485647,0.0020493510682797885,-0.008112208417282392,0.00812578932508588,0.004903928558783487,0.0007802922897803858
-0.0015385283678536522,0.017603915293231773,-0.0058398174476350494,-0.009316824470149525,-0.0037648503089540535,0.008019375543207712,-0.005889052047888855
-0.0018224151647373845,0.01110344527911686,0.00020836479071332863,-0.009674572720429039,0.0007332966660486473,0.004615487204613818,3.4803880414119076e-05
0.000677110186359423,0.017849280937585074,-0.001394573980974838,-0.015479587156426498,-0.005535068028934434,0.007773907360260129,-0.0028246373999281822
0.0017772111166861298,0.010813542120969395,0.006073482661406397,-0.013996039259354474,2.8851116118104266e-05,0.0005471482042905436,0.0017696322839195827
0.007330720905635238,0.017890262822702382,0.0005057802276368098,-0.0016308276464114023,-0.007273360410726556,0.0020811555247959323,-0.004267132436844499
-0.0050161613337599085,0.010878764269302914,0.010117919255395215,-0.01205524606195588,-0.007139281283253011,0.005966494976231789,-0.004897944989169695
0.0075275537162360585,0.020493877713810938,0.0027563058578596025,-0.010280054930495039,-0.0005833960650343754,0.0019639866450240516,-0.0006693123936796958
-0.004695125841634184,0.013057887212985796,0.00535957072822419,-0.006432461923224277,0.010627257014072631,0.01407826848141261,-0.001863296833419383
0.008021454792916275,0.011866905284301774,-0.008278657796317118,-0.009416198257330097,-0.004644102351103163,0.002001494636676277,-0.002964936368201885
0.0018641546471086967,0.012847029356371236,-0.0054273684274996235,-0.012844499451168678,0.005027885562432684,0.012569460229055737,0.002031383738610606
0.004508131255485192,0.015939465303626183,0.0010539630408966947,-0.01439004953368445,0.005276594234910149,0.005559482525787358,0.003392435071839951
-0.0043943738907955155,0.017407361866166076,-0.0018131304903207634,-0.008995122182033249,0.0006914807711754331,0.0077256881316580235,-0.010170607861113288
-0.003351183693709755,0.02729188471639169,-0.004953550513154013,-0.01321102623819026,-0.007857536267323644,0.010075733272338192,-0.00807273105326432
-0.0006588344796709832,0.025899555367880245,-0.002599033633758702,-0.009420314384503865,-5.642296408000588e-05,0.0136547491128814,-0.008597507456646135
0.0006143541980167753,0.00899036632721384,-0.0029188729501341414,-0.017733775571754422,0.0030856490091966324,0.006276510683411617,-0.0038166313995666706
0.00014502160466870427,0.016044578135860323,0.0007201113653805164,-0.01477924733636794,-0.0018892370486559974,0.007911381093113,-0.0019243853360227368
-0.004459595223317985,0.018749217249614494,-0.004035295070555945,-0.01184076204768897,-0.0026322746299091222,0.010412200204753905,-0.004233525881423376
-0.010065831061010676,0.02264486344254401,0.00160026203726651,-0.006508355749834689,0.0029980891792354917,0.013796202844540938,0.010067512228596802
-0.0009516440171227084,0.025000194283645194,0.0005362812142486178,-0.016693972573460635,-0.011898943173130162,0.015625199098663382,-0.004722602891574563
-0.003669309072077867,0.02878931049226452,0.006315787069912971,-0.020183870887017723,-0.005493903993611729,0.014498761956749383,-0.005926970434321138
0.000318821047909388,0.024596537743436113,0.0032022209701103805,-0.00443898981344777,0.0014799698318134582,0.0004628354290165688,-0.010413292156216733
-0.012130443600807677,0.03039198067327671,0.006662600647197449,-0.009805398620729194,-0.00825072286796242,0.011347818063082514,-0.0015736042246814186
0.005653629533003895,0.016514802847020966,0.005749523046978021,-0.015733834925404172,-0.0043412077416444365,0.010269231809507066,0.008673466503737681
-0.004176980903955116,0.0248958637371621,0.0033128143202330327,-0.006404701638051408,-0.0009575248684017051,0.01643204909866345,0.004854056920027907
-0.001637769269109167,0.028734028483453092,0.00024419286033231023,-0.017010394119350996,-0.004906071087793913,0.006592311240954711,-0.00031202476698826234
0.002094120067890581,0.023161348607784158,0.00741614505756423,-0.011920686969496946,-0.008342146753109684,0.008997138247270267,-0.0007326077413043328
-0.004752900484481895,0.028216103244909387,-0.001623125291170324,-0.014794279197388044,-0.0058493075862361184,0.015375888359554609,-0.004903384415161383
0.004129776117172434,0.02720159581686111,-0.0017182551321479995,-0.014911631969535225,0.0030799622647351,0.02184669664767216,-0.010746325685386854
-0.0017896019836791642,0.022585836644394716,0.0031515448792751137,-0.015580784647851747,7.3627403587068e-05,0.011834603669719274,0.004954031234985319
-0.0027112468350084036,0.027959222297672975,-0.0014213918459305705,-0.011875546253173594,-0.0038688299252619,0.016995264792770817,-0.0023307297232348714
-0.008389326482707462,0.03828379039217955,-0.012381638841307298,-0.016134743231016806,0.00019513783637863102,0.00903802021435731,-0.007462280845858085
0.004794797635840529,0.037908224414748184,0.007042058621914586,-0.023201845104841662,-0.0010684824451158712,0.012124532335010846,-0.006727029797271197
-0.0033544446829972003,0.02964837089037524,-0.004021330890641012,-0.020315889606322843,-0.000967902398361656,0.0035292162316475934,-0.00485491678263741
0.004246085088405716,0.03517444879994155,-0.003383082545936681,-0.014653541125234478,0.0022251402692809808,0.0041951240361727754,-0.0019105678563179323
-0.0036178775591421907,0.029156345830879043,-0.002630997103247184,-0.015059314192796547,-0.007857716872968976,0.013381979262367977,0.004378879269792713
0.004209577777823669,0.03774312259666503,0.0018641256833997388,-0.013771977004813644,0.0010244678701278685,0.010294737441265774,0.0019327831326638734
-0.001400443277752935,0.03143116151533669,-0.0032534624153687268,-0.024863679396136335,0.0018943339490722958,0.018725731036984154,0.004315781004181528
0.005751591072363152,0.029881435566145344,0.006581392705181879,-0.017410838951555506,-0.0049111862469829164,0.016050336594588894,-0.003818193595870901
-0.01748983846372873,0.034226203234730926,0.003006212244372603,-0.021253085193482787,0.005825606710417736,0.012478252370545825,0.008088172715886749
0.0014205230239709053,0.028860723934188138,0.0023532099242942303,-0.016014536919781826,0.0038040372897270957,0.010066519482371366,-0.01032320156376763
0.0017271233196891641,0.03912259205409458,-0.00049652291226791,-0.019011616718517872,-0.0028676177282624927,0.016436498993209203,0.00043088991695660857
-0.003318965299525879,0.03871060166610499,0.0011442989071740657,-0.02360378579334414,-0.0024474848827649156,0.01853293517722123,-0.00582182300362234
-0.0028085174131739763,0.037661314421146876,0.002453942611788569,-0.02413738217030051,-0.002326811802537406,0.01108126774690149,-0.002482644048404704
-0.0034016484489691407,0.03877712078903657,-0.0014613076855180976,-0.020428394794013295,-0.005007857288698158,0.015275530671285563,-0.004830524973379918
-0.010656274796962916,0.04174147274441172,0.0015692212139872782,-0.025395413892135968,-0.0016325792257414029,0.01645646787295091,0.0030075997698725426
-0.0026034611989607893,0.04424037968227656,0.008522301125125043,-0.013095973010250514,0.0026561482368385562,0.01967947951895235,-0.010105079167847447
-0.0071147255377537,0.04839292148048842,0.003750241458854532,-0.011759714289886852,-0.005840194883527384,0.014293673757695463,-0.003072980971851067
8.717204391070358e-05,0.03942687159842775,-0.001516706003356886,-0.02620488132951929,0.005134030209721324,0.00960778277622314,0.002038048729216869
-0.0010160154361148394,0.03076422904624797,-0.0002911386731627903,-0.020760924508955166,-0.004107172715858448,0.012515376627322137,-0.007378062808535738
-0.0037750440335495477,0.041893200323213954,-0.010259395649453187,-0.02439742109224236,-0.005798695679230281,0.014425531073844684,-0.01117421292632162
-0.0029230555593222924,0.03243992524786367,-0.003379183611380764,-0.02167832055006686,-9.59488598420914e-05,0.015771243819161063,0.0007949527064773062
-0.007053583966177336,0.045720282237088086,0.0002844402388333314,-0.01757412295027353,-0.0028183955542636146,0.024061742805374937,-0.0008289670092494657
-0.00556687304526835,0.027315914570654458,0.00037968634058122615,-0.020904333668828167,-0.013378163885812493,0.011314346164099771,-0.002056900889329386
0.010089087801128771,0.04172304617685545,0.0022286170131043934,-0.03155926809404417,-0.0033567442499318327,0.009568982306369366,-0.0019739690526457457
-0.00709192793413032,0.03913006505683522,0.004951956334397863,-0.025698800295817583,0.004580091647114168,0.017719811198545318,-0.0027921709779629143
0.0021657751594363417,0.03735760073685594,0.007916876954573753,-0.027486091518901152,0.009667010715474964,0.008493260523235789,0.0023655462934834702
-0.006267178409827087,0.036766831838712315,0.003409218716143267,-0.01347531734692371,-0.0051935084313266145,0.006366415665487453,0.003279037791889883
