goal_index,iteration,sequence_index,timestep_index,x,y,z
1,1,1,-1,1.4818874198752684e-13,2.409022037842129e-12,1.281
1,1,1,0,0.04284834525889318,-0.06041387886667083,1.1815158270958825
1,1,1,1,0.09306648299542838,-0.07116231261191405,1.064085451304182
1,1,1,2,0.08389582572612803,-0.12266338170068958,0.9875147319272986
1,1,1,3,0.15063055347171203,-0.15889723448532275,0.8776462417486619
1,1,1,4,0.24043243082179383,-0.19727897279527978,0.7305854437495913
1,1,1,5,0.20766522432037646,-0.27722470668711174,0.6412191526649669
1,1,1,6,0.24189243940063895,-0.2962716591826221,0.44989070761654376
1,1,1,7,0.3697384772640079,-0.3117573441904955,0.38496369821467524
1,1,1,8,0.3666562229171937,-0.3628101560956555,0.32707045599020734
1,1,1,9,0.39581409169169923,-0.41985624364467,0.21115081576130662
1,1,2,0,0.14508613961137087,-0.03682952466164599,1.1619345552279043
1,1,2,1,0.02440889097421818,-0.09599015588235571,1.105062281983988
1,1,2,2,0.13649930241060626,-0.12801607832389206,0.9441194061229715
1,1,2,3,0.17376471575485208,-0.187894062021767,0.8738499594400227
1,1,2,4,0.17279682944271502,-0.19921712629043625,0.7630607820762206
1,1,2,5,0.2431307719218337,-0.28468626859339535,0.6224379603614122
1,1,2,6,0.31263942247847426,-0.26411124607923064,0.5249525135828624
1,1,2,7,0.32687637162441696,-0.3414814983622423,0.4180849464488543
1,1,2,8,0.3756862522374815,-0.37386168955997023,0.33339962153224045
1,1,2,9,0.4169411381049951,-0.37196763079315687,0.1447698587386864
1,1,3,0,0.1226013272041204,-0.05862473244578914,1.1701971659602879
1,1,3,1,0.17114311545862457,-0.08375388613046184,1.0656163117356319
1,1,3,2,0.09449081733098585,-0.09576237883528643,0.9688999909033519
1,1,3,3,0.13173410972397756,-0.18447421898051158,0.8440500943330335
1,1,3,4,0.22352888980236812,-0.17953804987921418,0.7868446701249344
1,1,3,5,0.24901882857614918,-0.2854026422161036,0.607447490757584
1,1,3,6,0.28278316965766487,-0.27192519104897994,0.4958234454050972
1,1,3,7,0.31887549281331556,-0.293728626820445,0.34054601535492796
