goal_index,iteration,sequence_index,timestep_index,x,y,z
1,1,1,-1,1.4818874198752684e-13,2.409022037842129e-12,1.281
1,1,1,0,0.08319828744291635,-0.057987525092072265,1.1830429071950177
1,1,1,1,0.10742456541337819,-0.09979513293049685,1.01217955989858
1,1,1,2,0.12461540823127369,-0.13840233429001703,0.9739141763746402
1,1,1,3,0.15204347883756988,-0.17796083286057732,0.8752735155488114
1,1,1,4,0.19013350979361548,-0.1683324281610909,0.7883235351883203
1,1,1,5,0.2269345750546611,-0.24864489402699833,0.6011107297540542
1,1,1,6,0.27374282041623993,-0.3003979811246241,0.4645139827704295
1,1,1,7,0.36019117684518775,-0.28694271134565796,0.39132313499818894
1,1,1,8,0.373752295310632,-0.34474997928306417,0.26891183559197407
1,1,1,9,0.3821812269635287,-0.4061044369484615,0.17032714510006267
1,1,2,0,0.011798504437581132,-0.042920877213501706,1.1907323486074552
1,1,2,1,0.056523657234365934,-0.05572965718042899,1.1020194146517857
1,1,2,2,0.1646615972204457,-0.16876755850820013,0.9176718953755094
1,1,2,3,0.18114747456700064,-0.18939483856699782,0.8118813709734173
1,1,2,4,0.23129721913625229,-0.21985546125594582,0.7219852353880444
1,1,2,5,0.22062898859952149,-0.2520074881510536,0.6549560233649792
1,1,2,6,0.28786358900900594,-0.2613778158712512,0.46798944320737734
1,1,2,7,0.34877985626723135,-0.3333955830238083,0.40388867539247614
1,1,2,8,0.30924038499144485,-0.3879757538164316,0.27132661520771645
1,1,2,9,0.40008430407859147,-0.4183914574388637,0.1908718551944435
1,1,3,0,0.08498753322939386,-0.044307199679546404,1.1777068137705553
1,1,3,1,0.07639761617870378,-0.05762123469486776,1.0846246343885868
1,1,3,2,0.11497356173502624,-0.1273553947374658,0.9549180980278753
1,1,3,3,0.2073530613852556,-0.1762359097998543,0.8237882473038978
1,1,3,4,0.21817811364197182,-0.19538703673371474,0.740402147612602
1,1,3,5,0.23950675563209323,-0.2831323220131785,0.6632338201577724
1,1,3,6,0.31296199610643666,-0.3068778426462753,0.5302374245289143
1,1,3,7,0.3282143976439791,-0.33417095282648757,0.3769789913204788
1,1,3,8,0.3038576104989958,-0.3678747777521698,0.2683780889371589
1,1,3,9,0.4280327233839863,-0.43546112427812117,0.21873684063841692
1,1,4,0,0.015679582409728665,-0.02014880065083621,1.1954326940142914
1,1,4,1,0.012019365593880699,-0.0461626656750175,1.0955703673653874
1,1,4,2,0.11661498612894879,-0.12027804165841925,0.9574020063619632
1,1,4,3,0.2156524419753179,-0.16148993282448593,0.8128883820583231
1,1,4,4,0.25289933989379954,-0.218968610319133,0.7341385272870894
1,1,4,5,0.2683945168052006,-0.22090494202621924,0.6413861229578087
1,1,4,6,0.254631697330114,-0.3260983839663652,0.5451401811963923
1,1,4,7,0.3699740856618593,-0.29002707625619784,0.44638000904100905
1,1,4,8,0.3479254389699968,-0.27811965017694135,0.21490665615495344
1,1,4,9,0.401441184350573,-0.4016412205451495,0.17705456135347536
1,1,5,0,0.03584550938762204,-0.04637841308036176,1.1707308552129665
1,1,5,1,0.09954124391854079,-0.1109683822430903,1.0658287945561282
1,1,5,2,0.14210224337606991,-0.0807027159497642,0.9710620091018544
1,1,5,3,0.16975062846230926,-0.17309602903291535,0.8378616862686192
1,1,5,4,0.23232046615282745,-0.2066785725314424,0.6964715869227615
1,1,5,5,0.2252972409093476,-0.27559003442075913,0.5980048815405853
1,1,5,6,0.2697263507496096,-0.3400422501606672,0.5019757251834133
1,1,5,7,0.3082719119707419,-0.35168772045129526,0.37154169373093493
1,1,5,8,0.3237076726211532,-0.4382326431268466,0.35349196154370643
1,1,5,9,0.36420985893316254,-0.4217847337882652,0.17255336139810135
1,1,6,0,0.04639815171500343,-0.053552954433854355,1.1802025370796523
1,1,6,1,0.07140137085722893,-0.07964017271404439,1.0774246635881923
1,1,6,2,0.19680061939417015,-0.1175598751137222,0.943779815445235
1,1,6,3,0.19565026464212212,-0.13303919408403758,0.8423563749609506
1,1,6,4,0.2066052000873848,-0.22292452257159376,0.7137771287701004
1,1,6,5,0.25284069531299436,-0.25247156483833577,0.6215646781077403
1,1,6,6,0.2813370198558893,-0.29758969944352637,0.4719834476171586
1,1,6,7,0.36279072251527855,-0.32871915868480217,0.4164516257603046
1,1,6,8,0.3062799621982966,-0.4105665775215758,0.2975840264509936
1,1,6,9,0.37871509597923664,-0.3983603941856906,0.16323563474358743
1,1,7,0,0.017650053514969705,-0.03888195369199564,1.1915264001242256
1,1,7,1,0.11509927873869785,-0.08647305359671048,1.0592159238314596
1,1,7,2,0.162634594535376,-0.12448056824184703,0.9556798170833909
1,1,7,3,0.15934025511342004,-0.14846436394662293,0.8552473948147097
1,1,7,4,0.2429178956988184,-0.2019613718387986,0.7139119382082332
1,1,7,5,0.23631056549239987,-0.24385254523831623,0.6336049158338182
1,1,7,6,0.2744868542966436,-0.30217373162027755,0.5230383656395761
1,1,7,7,0.3206565133773202,-0.3373709514635941,0.41018555198166295
1,1,7,8,0.32562774343161066,-0.4066393877600901,0.2753546594573222
1,1,7,9,0.3980235550282745,-0.3997060464756276,0.18736005739853784
1,1,8,0,-0.002382321174278612,-0.040646014957938306,1.2139971089695931
1,1,8,1,0.0743319955160949,-0.12311345888968732,1.0897273674549386
1,1,8,2,0.12034163613067209,-0.12677441607353507,0.9654040528417361
1,1,8,3,0.20365138733387814,-0.1981261980873263,0.7899603890752493
1,1,8,4,0.21202089741046526,-0.21949014591853624,0.7205365671919454
1,1,8,5,0.24335803777688553,-0.2789640750219049,0.6479520111410361
1,1,8,6,0.2762929332940362,-0.2894200746192433,0.495000211232154
1,1,8,7,0.31109334236206954,-0.37692021359533984,0.43313939889340947
1,1,8,8,0.3227779389012899,-0.3667891674767251,0.26270114169754977
1,1,8,9,0.38423643178633693,-0.41499629475665023,0.1887982875816436
1,1,9,0,0.05669363303651938,-0.052802369278877895,1.1775416822300637
1,1,9,1,0.1053482420157944,-0.08177927399158275,1.0628204012285025
1,1,9,2,0.1172235470799404,-0.0999208298241912,0.9760843952560372
1,1,9,3,0.18063706086806108,-0.1862900879856135,0.8345088005952168
1,1,9,4,0.1937598927629098,-0.21718476945148601,0.7235761540808493
1,1,9,5,0.21158757715554016,-0.2346990413534011,0.612413655313401
1,1,9,6,0.24983322113219064,-0.26031705898738655,0.4380182115550746
1,1,9,7,0.3263453440191016,-0.25991957079913347,0.34219254568473684
1,1,9,8,0.39786958512107895,-0.35731300940437855,0.35549106046600787
1,1,9,9,0.34618249826673586,-0.43743922805379404,0.1428505360168112
