iteration,sequence_index,timestep_index,x,y,z
1,0,0,-1.5180172704785832e-06,1.893490897929284e-12,1.2809999999975974
1,1,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,1,1,0.009304980829361601,-0.0003130370330672065,1.2805984731214457
1,1,2,0.028827910929194872,-0.002298767480639848,1.2772809797204094
1,1,3,0.05268108115016729,-0.008414161520706004,1.2678806319442808
1,1,4,0.07952927010485154,-0.019436772885692885,1.2508384198076052
1,1,5,0.10593374538007036,-0.03268498381040072,1.227024758836757
1,1,6,0.12936425165426987,-0.05126139852909388,1.1979610253034227
1,1,7,0.14901963936544238,-0.07252535979826102,1.1657716576246775
1,1,8,0.16595224882759219,-0.08715220060954393,1.1359682352638665
1,1,9,0.1792077101608654,-0.10521664085084914,1.1073864501513453
1,2,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,2,1,0.0101166648966131,-0.000295125655608321,1.2805617654692003
1,2,2,0.028558975021076374,-0.002256220095165666,1.277324793086926
1,2,3,0.0520510893176929,-0.006573942510533547,1.2684856349924423
1,2,4,0.079173929515331,-0.015607237573211318,1.2522352643753787
1,2,5,0.10473802246239874,-0.029017584828886916,1.2301032856423821
1,2,6,0.12954240173077625,-0.04390046972992738,1.2018817350757123
1,2,7,0.149723051450954,-0.06179076344398152,1.172457683669333
1,2,8,0.16469488153712303,-0.08539463406602683,1.1430462865221531
1,2,9,0.17859626405267956,-0.10366143930522774,1.1150162441462208
1,3,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,3,1,0.010713227912641524,-0.000403279212098709,1.280530831342069
1,3,2,0.030173587192280003,-0.002743902144973528,1.2770904581318183
1,3,3,0.052535453064291984,-0.008018866629938937,1.2682229301370334
1,3,4,0.07746991478449125,-0.018236997300618542,1.252688931507354
1,3,5,0.10318326514929299,-0.03171170949737591,1.2300046650990624
1,3,6,0.12641916432491798,-0.04631222356742787,1.2026780160357635
1,3,7,0.14770695693832042,-0.06184736741095761,1.1713530667730825
1,3,8,0.16352298742643684,-0.08237065573006472,1.1408788309240316
1,3,9,0.17823648808763523,-0.10005229887365977,1.109982049684338
1,4,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,4,1,0.009944656718523867,-0.000569428470599692,1.2805710713945428
1,4,2,0.028576124627508484,-0.0029312986887173563,1.27731831414995
1,4,3,0.05242434827340089,-0.00936741306938105,1.2679459800419628
1,4,4,0.07627318342632408,-0.02011392805647837,1.251321113455623
1,4,5,0.09853973592831586,-0.03629555054248533,1.2288438416454932
1,4,6,0.118461209380952,-0.05428333930712652,1.2013724417463738
1,4,7,0.1363544231677894,-0.07082432329040989,1.170642623679302
1,4,8,0.14990900458192072,-0.08967430710183655,1.1407040746372938
1,4,9,0.1608986121666095,-0.10698247162446065,1.1125494675865077
1,5,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,5,1,0.010764395768457167,-0.0005426477614942521,1.2805262649050466
1,5,2,0.029136454671318188,-0.00282936419622435,1.2772378126719104
1,5,3,0.0535065862862769,-0.008812715292176837,1.268379154882087
1,5,4,0.08063110119731436,-0.018735612921088704,1.2525473786507162
1,5,5,0.10946095102131068,-0.03401884432905565,1.2281542636285045
1,5,6,0.13399455834054025,-0.051642828547581676,1.200703023160623
1,5,7,0.15598156736842517,-0.07162306990257797,1.1688287011450635
1,5,8,0.17483846303295664,-0.09022368991957225,1.1367874523703743
1,5,9,0.18982490886638093,-0.10792886383714334,1.1084928260292575
1,6,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,6,1,0.009939477835361917,-0.000568420623525414,1.2805722660611252
1,6,2,0.02892851925275689,-0.0032281392541645146,1.2772709773786066
1,6,3,0.051452619592596616,-0.010393380009621015,1.2684484342514257
1,6,4,0.07450881416826409,-0.02104691242242135,1.2528701176097106
1,6,5,0.0964721427823318,-0.03454019335934612,1.23193333030875
1,6,6,0.11846357344214764,-0.05032435215171946,1.2041858921018327
1,6,7,0.135899653414287,-0.06894072340221094,1.175201750467546
1,6,8,0.150412098875853,-0.08762077526319408,1.1455593000805577
1,6,9,0.16118201848619435,-0.10596457441453903,1.1187303055947648
1,7,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,7,1,0.010513177201903725,-0.0004331295433177263,1.2805393616938128
1,7,2,0.029662264055880863,-0.0032413989201679275,1.2771599954942974
1,7,3,0.054421316753045124,-0.010499420625826188,1.2681142102798713
1,7,4,0.08129831561776024,-0.021268954449359605,1.2519821698053815
1,7,5,0.10952654612113308,-0.03552729381099143,1.2277654318992863
1,7,6,0.13550583343643052,-0.0513581315196074,1.1978953890123343
1,7,7,0.15688748800414815,-0.07140016517449088,1.165683405933634
1,7,8,0.1737006980897229,-0.0898377018072101,1.1357595965575054
1,7,9,0.18792870651226426,-0.10724315963229564,1.1077831616695184
1,8,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,8,1,0.010612788551823658,-0.0007789031192213165,1.2805396916186154
1,8,2,0.028973037565303915,-0.004185855933693323,1.27727090480847
1,8,3,0.052402293923311076,-0.01029821709267907,1.2684402446421732
1,8,4,0.07976960623535047,-0.020804445111046357,1.2520418774300097
1,8,5,0.1066294451995316,-0.03303651878689645,1.2293007517498753
1,8,6,0.13034567136062433,-0.050315523802025044,1.2017807492941703
1,8,7,0.15196235192476304,-0.07004479965292881,1.1697806281701593
1,8,8,0.1704631173791255,-0.0863943406346463,1.1381183776846848
1,8,9,0.18473989913082217,-0.10655531152901596,1.1077265946759063
1,9,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,9,1,0.010884335495533795,-0.0006784234696217771,1.28052364008448
1,9,2,0.029866688383601243,-0.003761700669017078,1.2771357992626011
1,9,3,0.053611338642763774,-0.011504152488690942,1.2676159277172092
1,9,4,0.07782258474597084,-0.024831648378337255,1.2518071360033673
1,9,5,0.10443730071240193,-0.04103426490697416,1.227388485939493
1,9,6,0.12663828057765839,-0.06044543823678507,1.1991697550679934
1,9,7,0.1451015784166071,-0.0815732961438521,1.1686801114816872
1,9,8,0.16142055553775772,-0.10163841628636461,1.1361674196143166
1,9,9,0.1752471165495728,-0.11815398209896785,1.1071709593594472
1,10,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,10,1,0.00990162768578872,-0.0003861876741032102,1.2805730097893913
1,10,2,0.029033085563809895,-0.002761784539262231,1.2772559289318328
1,10,3,0.053440437755075614,-0.008291370373329335,1.268510188235367
1,10,4,0.0816678902738526,-0.018147468430398134,1.252260638107764
1,10,5,0.10959467704492551,-0.0321777866052049,1.2290774818557477
1,10,6,0.1358092027707594,-0.05160612748903111,1.198949835236801
1,10,7,0.15737274288375536,-0.07257564180981026,1.1668822835195432
1,10,8,0.17534011699893937,-0.0903191217818595,1.1363144501711664
1,10,9,0.1902935206728118,-0.10867902498384782,1.1071294859712175
1,11,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,11,1,0.010506856606561973,-0.0007630850975837525,1.280544538167167
1,11,2,0.029518427637993404,-0.0032838380203000913,1.2771919643194
1,11,3,0.05368160129900246,-0.009652933568732853,1.2685359229893718
1,11,4,0.0818616609858931,-0.018447864285075135,1.2525426641245636
1,11,5,0.10963368068556402,-0.03153458304936391,1.2297884491829716
1,11,6,0.13573345750614113,-0.049853349210968956,1.2007125423388139
1,11,7,0.15833545830492668,-0.06681363407335353,1.1695326875485685
1,11,8,0.17682094493003503,-0.08717745929532118,1.1374972927025375
1,11,9,0.1910179663155568,-0.10696068840961215,1.1094695784197008
1,12,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,12,1,0.01033620547206732,-0.0005023255179587669,1.2805526860144436
1,12,2,0.029566422662969473,-0.0026923812380892334,1.2771805075020441
1,12,3,0.05112754397772864,-0.008620084689943103,1.2686937593362269
1,12,4,0.07677760742107928,-0.01837677826021616,1.2529540785697308
1,12,5,0.10104762099450504,-0.03385850631958405,1.2310460896828026
1,12,6,0.12480172277604823,-0.05291035921405555,1.2022613904171047
1,12,7,0.14709694013474012,-0.06729720491676563,1.170202838406918
1,12,8,0.1634240323463174,-0.08241737627068041,1.1417861688962745
1,12,9,0.17609886922880416,-0.10091371672206606,1.1145477910504396
1,13,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,13,1,0.009903788348920226,-0.0007829646373530723,1.2805769021730327
1,13,2,0.02858542282927714,-0.004076668189747634,1.2773256999112033
1,13,3,0.053619985511401194,-0.010865481869180892,1.2680710670053168
1,13,4,0.0810632745700859,-0.020324484040392107,1.2518080950553006
1,13,5,0.10924765474717806,-0.03499583425626959,1.2275315804348383
1,13,6,0.1346964573831396,-0.05189737363634277,1.1977509138581022
1,13,7,0.15611856751539238,-0.07190051078494962,1.1650055025132084
1,13,8,0.17261207255449107,-0.0921788565533356,1.1341793134233102
1,13,9,0.1873522310443631,-0.10875211316995,1.1053931903092251
1,14,0,-1.7179587598255345e-06,1.7881430927971231e-12,1.2809999999969561
1,14,1,0.010054872190848756,-0.00035824182569326227,1.280566323531551
1,14,2,0.02911207908220627,-0.0031634997013582026,1.2772488453564954
1,14,3,0.05366956423908512,-0.008828746466360064,1.2676797132223376
1,14,4,0.07909579287720775,-0.018704342942611953,1.2514221977301585
1,14,5,0.10498020123181731,-0.03296056677135502,1.2278777368306382
