joint_0,joint_1,joint_2,joint_3,joint_4,joint_5
-0.0055054853538248185,0.015057736454259967,0.004759162967228706,-0.0006707224527606709,0.0020074215112213327,-0.002664375602517596,0.004906541874572094
0.009515837017082356,-0.0012384358103254218,0.009701071192216177,0.005834927059955277,0.0002158569117083862,0.006501228664213,0.0021077998686490867
-0.008682684282044103,0.004994875643485851,-0.00015748304308703495,-0.001931326433374435,0.0021274122571171,0.002688524313646566,0.0018456187683216425
0.0033436889632353726,0.012895834485388209,0.004834960428768349,-0.002353890786861132,0.0005128985248088853,0.0012826276755400865,-0.002698082683905298
0.0024927542784666953,0.0015851303076504046,-0.006441106085219867,-0.010102352444592008,-0.0049138297561789465,0.003637700660263754,-0.0016374352388794822
-0.0012491914639846408,0.0008125785256530412,0.0011407597689048938,-0.011856988501903181,0.002733435393721833,-0.003293806757386886,0.01235323557909383
0.00037113264500439336,0.007622680135859991,4.431385184146608e-05,-0.002891835797175453,-0.0008079552120298713,-0.002534628602221837,-0.006466730773098725
-0.0008994289023263367,0.007134572872464719,-0.003590635028528427,-0.0014141025998723798,-0.0009189495979801471,-0.0027531378954412625,0.002040005407666938
-0.011394151539455015,0.0018954783619020196,-0.003766044122022674,-0.0013649299872584549,-0.006649223695167633,0.0005659369329584856,-0.00044248808249705595
-0.0039396933960624105,0.007857229532927312,0.006367155052450652,-0.004424539827152504,-0.0007464407040883172,0.0019034154498642033,0.00015015742772683056
-0.00945741900107142,0.001106157155502748,-0.0035475138258144008,0.012098657752825868,0.00047364639585097666,-0.00925639021574791,0.01200898938201233
-0.0076953705516873494,0.013785521845892256,0.0014940355704034008,0.003970107885344595,0.004475800297420354,-0.0013120539535878806,0.0031820375417139324
-0.007928554829514645,0.008260804024926426,0.0063203432760241115,-0.0013309954166392298,0.004093564791287065,0.006515571678236841,0.0013795188932525008
0.010268977068036159,0.010725849069841415,-0.0025975678888157075,0.0012217599002239548,0.0033487381788857695,0.004581051643914897,0.008929412597049194
-0.002093611963961464,0.012528199188343964,-0.006662616354879846,-0.002917738477572246,0.00427506181037159,-0.004582010714834228,-0.007211031377163564
-0.00653973779924694,0.001945072249456416,-0.007502860753127546,-0.005637379586598661,0.005035849010863703,0.002460319037696496,0.008407873525756887
-0.002034461026122873,-0.0023365421589120598,0.001972204330948572,-0.006710937108742115,0.006516368489559845,0.006200862187457034,-0.00032545743760203954
-0.0024202655092338612,0.0035831862336854607,-0.00711206160671308,0.00493768308246202,0.0040071144181699145,-0.0018778880887065682,-0.0002804862871057476
-0.007602747525618482,-0.00400490945314485,-0.004770653246495203,-0.0035350452107129116,0.005082628295503714,-0.0020909040389685105,-0.0024508965277287623
-0.008188919592483787,0.003524061001976492,-0.009649933563870209,-0.0016072875658760194,-0.002969341366055288,-0.004120944083997657,-0.005461110081762712
-0.00830756074320688,0.009052442095104403,-0.007743417520902058,-0.0032813577936362842,-0.0029507933346082714,-0.003743731108728313,0.0056756798114234504
-0.002932613044892702,-0.0010496493430122147,-0.00230399672936777,-0.0007265600746939326,0.00712226539073964,0.00501827761962551,0.005924393380683751
-0.005992169449586845,0.0021720704518562086,0.0029602371543509887,-0.012577966821224501,0.001113781104665086,0.0011656771825657903,-0.004836096954316416
-0.0023567081030359312,0.001063339385099393,-0.001817213793144061,-0.0012036091871933038,-0.007577976618933338,-0.010765483597931233,-2.1199358740078887e-05
-0.0051770500425739035,-0.0008659666489472446,-0.003748982171686721,-0.009976349363345183,-0.00508316358630215,-0.0017944444262079052,0.0015472859639040892
0.0037120538671118336,0.006079584704183199,0.009239066298301254,-0.003021207686664314,0.00860548153694766,-0.0031925921693294374,-0.005127534786643947
0.004405296711398356,0.004533526437327201,-0.001428556849328669,-0.012238854618681985,-0.00666833734847308,0.0009577823969033959,-0.001853999961890603
0.008187532994194419,0.005642367569226843,-0.012239951399984768,6.526209912162536e-05,-0.006046991929083591,-0.0008420822865353138,-0.006068330000893016
0.00506979131451161,0.007408711006719172,0.004798790502190101,-0.004150368071567136,-0.00423982939871333,-0.003000871923478289,0.013489898203809915
-0.0004968298981206563,0.005185316535684957,0.001038379867414465,0.004801176737243269,0.0053879487570271745,-0.0011199448805640315,-0.002874065030865143
-0.0032611859133167987,0.006355985207190269,-0.006366486061802894,-0.012954700114053868,-0.0050735285259489015,0.00780818458353047,-0.00648284655723774
0.0010956557172440895,0.0003091884698678381,0.0007464020471517351,-0.010011391649227852,0.0027667627064923077,-0.0011198785242727202,-0.0021478666777180644
-0.001611757805965612,0.0058807881657091665,0.0024263199563799337,-0.011272396923663008,0.0011768502367039294,0.0042727594394933,-0.0005512531809562691
-0.0013757089554825516,-0.003194481500459089,-0.006564848090852001,-0.00946779522251621,-0.004573291144859641,-0.0007794435814998399,-0.003079386329905174
0.0023557001522941353,0.008864018521071758,-0.0050243584615993755,-0.005082640206999595,0.002884002521997176,0.00030919506944856,0.005376216555322811
0.0009198481632655534,-0.0040853290866195305,-0.007810974206126687,-0.011356730711717142,0.00037167889230532535,-0.006350789952969126,0.0008882062303837346
0.0034520576423884785,0.0027369726763747143,-0.008147789927471408,-0.003209159930759112,0.004038997523765223,-0.01187086483276252,-0.0002057912982320914
-0.004240946533294987,-0.002394970789053539,-0.006659062499525227,-0.0008410180990592556,-0.0037542098239070542,0.006739736743062116,-0.0012042568066834292
0.00030938157068014936,0.01378334075729727,0.005881144394720001,-0.003171325242751405,-0.00016690823194755788,-0.005726278131742759,-0.0005531988337022482
-0.004769480120293236,0.005918982316856468,0.00044231999044640354,-0.007319746407410484,-0.0014362455450593154,0.005025817162678662,-0.005338167186726252
0.007624311915950174,0.008740660774553894,0.004647272566760465,-0.0008284418116722245,-0.005288235040003727,0.008828255052507603,-0.0011755958711706293
0.005551215546826374,0.01656712213307357,0.004654704650592946,-0.008932954142491241,0.0018198694829623335,0.00556078187575831,-0.0018975401336569885
0.0004184420590692484,0.005683639215657568,0.005079119006210562,-0.004678618955774122,-0.00416259812632674,-0.0034875803529208606,0.008690863982914764
-0.008643039134254208,0.018090207619661184,0.004890091620675409,-0.006196532940389395,0.0034868170217442996,0.0018506942621224181,-0.00837325328405559
0.001572580218154917,-0.006901630141614623,0.00021553041357988238,-0.003262699311023134,-0.0004445889127194372,0.0034303341456671066,-0.006440335169213258
0.0013613033642376434,-0.005739105030174143,0.0018602278081873529,-0.004465941375357975,-0.0038752020397525046,-0.0002687869152202849,-0.0033517293619209102
-0.014397358268861593,0.010624462011027026,0.005320597452206444,-0.0008021260147376831,-0.0005397648226355626,-0.00865332078669089,0.0043199234015340385
0.0024728698698636077,0.015475050860014853,0.0011357685207841715,-0.001247950140535756,-9.766293153850225e-05,0.005509397450995179,0.0026555242679214145
0.0006832179951958601,0.004508247702575623,-0.006956351800548399,-0.007178967881060086,0.004286556790684238,-0.0016040027844212784,0.005036470608315843
0.005470992670899362,0.0011330229638461724,0.0012753187051986322,0.003980039790752177,0.0008790364956968451,-0.0037878299678486952,-0.007266930142543737
-0.0015113744182328138,0.002050983427755536,0.005030243377843668,-0.008240970525000382,-0.0009689766074075676,-0.006196962626329819,0.0022724445045120643
0.007725981749767098,0.002983687114037468,0.0012468248954360375,-0.00466461736410932,-0.006179001953845113,0.01082917360233415,0.012321849553417051
0.004982659028714626,0.008205193216988954,0.004607389308717041,0.0024366914321285998,-0.0034071861515831384,-0.002152171928453666,0.01009742062154169
-0.009265411698901176,0.001162069722888035,-0.006288967138443294,-0.00970065721334808,0.007507428951816738,0.0018938949714278153,-0.004951909781321661
0.002614613549150523,0.005903026741252966,-0.0037039802074601284,-0.004715050305579925,-0.004927382107500143,0.0017047864023826914,0.0025047495964767626
-0.001683995245262982,0.004452421178284845,-0.0029908588720154415,0.0015749746606210282,-0.0005659436160454269,0.0029063470583313798,-0.00012841223290984414
-0.006727321244891156,-0.0015968936123612523,-0.005583370287547271,-0.0013736815890656173,0.010609226357138657,-0.004669924420472492,-0.005680481704049429
-0.00404785219044424,0.006176451007910924,0.005731315269582076,-0.0009890160444204533,0.0050024192742962196,0.004234603734547071,-0.014179713199719956
0.0007393951590974964,0.006295912550122493,0.0006056595029752603,-0.006644232840360289,0.0032138201828236443,0.0018596062053426675,-0.005688740707986347
-0.007037980945443122,-0.0023468107828932944,-0.0009731397128449151,-0.002571877083142955,1.0635580163853965e-05,-0.005547961752996411,-0.0020866441464108634
-0.0010082241460287367,0.0020161366689680793,0.00815681142312027,-0.0029432278814568408,-0.009127556831984872,-0.001117085459974629,-0.0017240409859136862
0.01397349976242846,0.008033831289054877,-0.001987330206950618,-0.012651808505805462,-0.0014665469225981415,0.0008872465745320835,-0.002167627475216646
-0.00251420083869279,0.006683020916845077,-0.0063354975651793745,0.004022202240261666,0.0017026512725429916,-0.0014233326933016108,0.0017500839771003945
0.006379277363473104,0.01196375992860069,0.0011643838419431996,-0.00798257245414562,-0.0023963385622068492,0.0018961694036966391,-0.00827015337266522
-0.0038891162781885228,0.014917438653604105,-0.004450801637872052,-0.005971319806744103,0.0011145213067717981,-0.002087196442019266,-0.0001504206610286001
-0.005738403947738701,0.0016977833626533381,0.007151105305170068,-0.0016137119998631826,0.005941762928868598,0.004665034667154084,-0.0027334331668719776
-0.001267159942185903,0.009603775368248893,0.006655542143942593,-0.006180630150361124,0.005463496464743428,-0.00293618037108338,0.008129652676654142
0.00587332970983001,0.005136210951373173,0.0020211559826460966,-0.004929829360079618,-0.008317496541519665,0.0002962286610668549,0.0029402557299738263
-0.0046476235530767355,0.011812827572058503,0.003916015557386553,-0.0011348250410787336,0.002312005203173453,0.0009767899718471948,-0.004297249283832002
-0.00443688760317935,0.0020183163415042546,0.0018153343813866398,-0.010166680610910198,0.006583740213450324,-0.00204883898833566,0.0009200646788671211
0.00267633132078366,0.010711402766444448,0.00500109321657309,-0.0002641992683058706,0.0062706318661173936,-0.00445161855099833,-0.0011946914045773051
0.0014415268755619327,0.004597837293481291,0.0009261659647113971,-0.006738612456907381,-6.37273146702558e-05,0.003608944361952399,0.0039770171175943884
-0.00355870547589831,0.007845234498625828,-0.005106649975829965,0.0011194527374657638,0.002862305946767332,0.003920299565132257,0.008917043648356937
0.0020780345655771523,0.0044152209579427434,-0.001040446915871236,0.0006908743209883219,0.0008101196132855139,0.007877594115847044,0.0013901353805425621
0.0010070314733229809,0.002709503202838661,-0.0007540193254227004,-0.001952853491992787,-0.005198978634034224,-0.001086208087587665,0.002500716222052402
-0.0007636518509128998,0.008179008231087624,0.008901102904693158,0.00011279768453233531,-0.005015585183361355,0.007557433425924178,0.005001544499180345
-0.001653063109006709,0.01311582804486001,0.004655832875841321,-0.004203744922507423,0.009289951222904231,-0.003934375673201339,0.0014663647639244837
0.00037481671197998846,0.0013942237405355899,0.0030507042243996026,-0.006723043438044528,0.0019614461057674178,0.0006657468219860174,-0.00012887198787138617
0.01538601163945414,0.0031038796117786017,-0.0001695142319718464,-0.002437149091938058,-0.0022897097301644784,0.0035013699121635407,0.0005496701568782113
0.008755009243552495,0.0007847976548594519,-0.00609787573326402,-0.01466672871074964,-0.005612024962468549,0.0037819166621648657,0.012112677429912082
0.005248272038763588,-0.0009391271962999523,-0.0009951639125607857,-0.008457639140763518,0.004886145340464476,-0.00023497451627404987,0.004690353088151525
-0.0013068669577571425,0.011174512898529615,-0.012032565597998743,-0.0013003590255480457,0.0018654393744426219,-0.000675841665919831,-0.0032938382469830507
0.0011831571233568562,0.005115823611175577,0.0063060431075881666,-0.006493930460801971,0.0026451570370325268,0.008824680275226603,-0.0026501734053402544
-0.0035954451864975145,0.00963857636416411,0.00024175715566622703,-0.0007225308820913918,-0.004045600271255679,0.0063263380389917455,-0.0058432367580282425
0.0005163438741190014,-0.002734008967822035,-0.0035661088199272586,-0.005356738923911193,0.0024370066514838376,-0.004105815497512255,-0.00658846810465428
0.0015614532998705197,-0.00035573869993645653,-0.001436918786375978,0.005384600928471124,-0.004572271504096629,0.01144321392064358,-0.007080367999727796
-0.009448647604268315,0.00819483156362743,-0.004181569437936154,-0.004471245388928122,-0.0022692238788694493,-0.0008807037502396531,-0.0003066251349221066
-0.010452545247910243,0.0017654813589191162,0.005515333747465447,0.001540939090959828,-0.007016221022562439,0.0013178075260288006,0.0021388383028899606
-0.0023883737821317618,0.0034698815615962124,-0.004172589648213331,-0.0054092900018372905,0.0027162975299828713,0.007043525806112689,-0.00029078803818656366
0.0023485552231463556,0.006421083411759631,0.0037634885468325998,0.0003258312286249672,0.003622356364808016,0.0032106330736036285,0.003606569527924725
-0.0034317842196271457,0.007496754258937044,-0.001353451342744234,0.002043318576909783,-0.006635473779556441,-0.005839406099256436,-0.005534881797948481
-0.004763501193846184,0.0032975848624134923,0.003941192299850278,-0.00817782557017464,-0.00217081328435291,-0.0028682015298755166,-0.005587597604326111
-0.0010476922788308896,0.00036625729533089834,-0.0037396570384806726,-0.0010902751686089084,-0.0013779118953778648,0.0019295410025213686,-0.008613073787836061
0.0025750403592727823,0.009108058727775587,-0.007918677524333482,-0.0023982884085682475,0.0037828256153004665,0.0011532468209863723,0.008334171548332063
-0.002182927240469399,0.007955697122516613,-0.002279478326362735,-0.011141916077985632,0.0019681101618594732,0.0036108249938055213,0.0014206744933045468
-0.005710222646994011,0.00941074938783424,-0.0024896504407634643,-0.005635060732833554,0.0036074122277217485,0.004779713574818505,-0.006805978288729011
0.0010200866182080996,-0.0026583777141592413,-0.0028886543434798215,0.001889157590095921,-0.005471744897339924,-0.01106769908567047,0.0014579876026958245
0.00387171121478465,0.015005657966462204,0.0008318288728558329,-0.015333860060030461,-0.003761710548953375,0.004720122398214481,-0.004007215461334911
0.0012849496286670816,0.0027414729309473557,0.004035309090161972,0.005433557194405483,-0.0020351240522799895,-0.00548845757035123,-0.0075729246918015344
0.004012272599279318,0.00628832832933989,0.0001847293670180721,-0.006655401882810023,-0.0021301801079436,0.0019706738891143894,-0.0024731685405725325
0.009808762341502367,0.014135091619498153,0.005788271141478359,-0.00515929896203522,0.004927452310301691,0.007321135199768808,-0.0016439282709717123
-0.0003636372292742154,0.0038566300892042236,0.0010756023978242344,-0.008510097431636244,0.0019581520851803718,0.004764942803864715,-0.003641740455825966
-0.0006549064100888841,-0.006080181313525381,-0.005968320071037035,-0.004942789631030158,0.007035810672528076,0.0028402513934342836,-0.005446820304906352
-0.007256865836661605,0.0006679414978260161,0.0003068035255762811,-0.0022313213517471827,-0.0010731612592834415,-0.0021770132528679507,-0.0029721302054531574
0.006509039338143109,0.0014625469322389745,0.004613012949235875,-0.0011496048438205191,-0.0007673841430756742,-0.0025891514654461456,0.0026740131088386966
-0.007078277005125591,0.0067178486992233765,0.010647253765651885,-0.00226708215477209,-0.004992019136979499,0.0029434814937106903,-0.0015600922346495091
-0.003097293604220153,0.007208897182235949,-0.00375230985527131,-0.0063156779786964126,-0.00765757623779346,-0.002399244392485336,0.0008313153546430335
0.0025520858079638494,0.0017281850083086794,0.0004277777833558271,0.00420452483482319,0.004345572664393644,-0.00313735273032938,0.0064458703158494736
-0.007253441658353553,0.006394934834893401,-0.00033944261168984593,-0.0036448039219657206,-0.002733617458188177,0.0011631144018151587,-0.0019927763145923916
-0.0016597280505228425,0.0006693533040136447,0.0037393787088719657,-0.006554042118534124,0.0007222488714753175,0.0009175794919830055,0.005421470192478714
0.007565318097918971,0.0008635764256185119,-0.0015131391509172517,-0.005270230015428192,-0.0012977484410723508,0.0011340545108450687,0.0029023762334106948
0.0003782649890964247,0.003543496469632546,-0.00410756016022418,-0.010642166085331597,-0.009109609436039123,0.011163215940894432,0.006315741012493727
0.002410228190911817,0.0025150746778089374,0.008214681267784858,-0.012109158413738986,-0.0034776403055221915,-0.013961647315797123,-0.0012655947506321817
-0.00853039182730336,-0.002801882079402554,-0.006125433652044196,-0.0013902935677460241,-0.0003800877218618642,-0.0030928276581802384,-0.0023271899428866823
0.0006754785309931791,0.0005411908451479642,-0.002850459171872794,0.00352806714146691,0.0020722256202621633,0.0009159383675379437,-0.0007263424233287596
0.000406335324293867,-0.0035482250357401434,0.003518686019926118,-0.006479854166427887,0.004911055099200259,-0.004200809424611238,0.0010071355137492891
-0.0021694637118912083,0.010475721492574286,0.0007502665802367761,-0.010683910825649493,-0.004056768444104693,-0.0008594832546778094,-0.009582831422889139
0.00026321524357561326,0.001070510771961741,0.0005028196152643292,-0.002812067246614151,0.005086213485772748,-0.003340711141684736,0.0024217529364557663
0.0046264815553636795,0.007193642895050623,-0.006066630348078728,-0.008987295771356922,-0.0015085940656843688,0.00830099152191761,-0.00246986571037811
0.008195984535509836,0.011201672339237686,-0.0024821633329707663,-0.006307318337853504,0.0056511325792256845,0.010735447929710009,-0.0031010977349694526
0.0039656026738932185,0.007314880044376457,-0.007328735255773653,-0.0009297583008866184,-0.001048418432771763,0.002899788964482149,-0.0031793228451998594
