goal_index,iteration,sequence_index,timestep_index,x,y,z
1,1,1,-1,1.4818874198752684e-13,2.409022037842129e-12,1.281
1,1,1,0,0.029785222897289534,-0.05436637727029063,1.127732210278814
1,1,1,1,0.12778981877398154,-0.06919480725992042,0.9227365586545072
1,1,1,2,0.15664093888176672,-0.14202531340402147,0.7450874643330012
1,1,1,3,0.2053327213663703,-0.17772609420233787,0.5651139027434582
1,1,1,4,0.19244465677146005,-0.19338399372800444,0.37700503687553577
1,1,2,0,0.05304934418887945,-0.008205125327882264,1.1132126248585936
1,1,2,1,0.06336225738500534,-0.12675875953633028,0.9422164126913766
1,1,2,2,0.1587040953887339,-0.10087892806787906,0.756184283443711
1,1,2,3,0.1300115714929162,-0.17423442134372275,0.5540424022204264
1,1,2,4,0.18282042821054392,-0.1578714011637357,0.37146172045364106
1,1,3,0,-0.03540113537769779,0.00014965216863007703,1.140296347993549
1,1,3,1,0.06903685066900389,-0.08357851518582748,0.9460258015003177
1,1,3,2,0.14517194226886032,-0.10356376413975843,0.76293489477318
1,1,3,3,0.15179453856836622,-0.1719877120328338,0.5639270317381574
1,1,3,4,0.19032518181205957,-0.22574203681386712,0.3829982179364392
1,1,4,0,0.08701604656294638,-0.06734112579473034,1.1165658054078509
1,1,4,1,0.05981757545683322,-0.10808413481186235,0.9393560000414752
1,1,4,2,0.13112668422600926,-0.1348786914058303,0.7305079070265859
1,1,4,3,0.19845948359316462,-0.16322725757062923,0.5694842136161343
1,1,4,4,0.19642078207394162,-0.21032356931172716,0.3697838239463519
1,1,5,0,-0.004045625720044868,-0.045552062967478824,1.1167319425290203
1,1,5,1,0.11229784739777139,-0.0445568922171741,0.9204703850044342
1,1,5,2,0.10803264101586801,-0.1479011424556498,0.7458621071957853
1,1,5,3,0.1724033610061885,-0.161184159784519,0.528236895528717
1,1,5,4,0.16843229029962023,-0.2093168799558382,0.3731699242358236
1,1,6,0,0.053806044342209466,-0.05632194217606237,1.127653957603845
1,1,6,1,0.14101936611887875,-0.10136106796836422,0.8828903047203102
1,1,6,2,0.10225498624199815,-0.12992851995916405,0.7790706950815529
1,1,6,3,0.18312676899363278,-0.14874181797215963,0.5736521586241743
1,1,6,4,0.19800081918529164,-0.17543255874511363,0.36046190171296744
1,1,7,0,0.06612531901493916,-0.026798419110795658,1.1137919867798112
1,1,7,1,0.06594586453037982,-0.09290630951253222,0.9468059155996342
